product_id,category,mismatch,confidence,reason,asin,amazon_url,rakuten_url,amazon_title,rakuten_title
3634,bottles,BUNDLE_CONTENTS,high,"Amazon is a 名入れ付き version that includes a personalized name-engraving heart-shaped case (visible in image alongside the mug set); Rakuten is the standard Richell トライ ストロー飲みマスターセット without any engraving accessory. The extra component in the Amazon bundle makes the contents different from the standard Rakuten product.",B0F43J1FQF,https://www.amazon.co.jp/dp/B0F43J1FQF,"https://item.rakuten.co.jp/angel-style/a-4945680206136/?rafcid=wsc_i_is_4fc4d628-58e9-4fbd-a881-6437783c8049","リッチェル トライ ストロー飲みマスターセット 200ml レッド 名入れ付き 生後5カ月頃～ ベビーマグ ストローマグ 赤ちゃん 水分補給 出産祝い ギフト","リッチェル トライ ストロー飲みマスターセット レッド 200mL (1個) | ストローマグ ベビー ベビーマグ ストローレッスンマグ 水筒 5カ月頃 赤ちゃん トレーニング 出産祝い プレゼント 1個"
3706,bottles,LINE,high,"Amazon lists FJT-250DS (Disney series, Minnie, pastel pink, insulated/まほうびん structure, opaque body). Rakuten image shows FJT-250 series which visually features a different construction — the Rakuten image shows Miffy/Mickey/Minnie variants of FJT-250 with a clearly different cap mechanism and body shape compared to the Amazon FJT-250DS. The DS suffix denotes a different sub-model (Disney Special) vs the base FJT-250 line; these are distinct SKUs with different product structures.",B0CTLVFX6B,https://www.amazon.co.jp/dp/B0CTLVFX6B,"https://item.rakuten.co.jp/mikawaya-shop/th-fjt003/?rafcid=wsc_i_is_4fc4d628-58e9-4fbd-a881-6437783c8049","サーモス まほうびんのベビーストローマグ 飲み口とパッキンが一体 250ml パステルピンク ディズニー ミニー 保冷専用 FJT-250DS P-P","【ラッピング無料】 サーモス ベビーマグ 250ml 水筒 FJT-250 まほうびんのベビーストローマグ ミッフィー ディズニー ミッキー ミニー 赤ちゃん 幼児 出産祝い 子供 キッズ 保冷 ストローボトル おしゃれ お出かけ 2way プレゼント ギフト THERMOS"
3724,baby_chair,BUNDLE_CONTENTS,high,"Amazon lists the Richell フィージーR ミントブルー baby chair alone. Rakuten lists a bundle of the same chair plus silicone dishware set (cup, plate, bowl) and a laser name-engraving service. The Rakuten bundle contains additional items not present in the Amazon listing, making them non-identical purchases.",B0FTZ377PJ,https://www.amazon.co.jp/dp/B0FTZ377PJ,"https://item.rakuten.co.jp/comellbaby/s1000101185/?rafcid=wsc_i_is_4fc4d628-58e9-4fbd-a881-6437783c8049","リッチェル(Richell) ベビーチェア フィージーR ミントブルー 6カ月～3才頃 ローチェア 椅子 子供 食事 テーブル 取り外し可","【配送区分R3】【数量限定おまけ付き】【名入れ】【セットでお得】リッチェル ベビーチェア フィージーR ミントブルー 名入れ＋シリコーン食器 ベージュ｜レーザー加工 生後6ヵ月頃から ベビーチェア 赤ちゃん 椅子 食事チェア 出産祝い 名入れギフト"
3726,bottles,LINE,high,"Amazon lists Richell アクリア いきなりストローマグセット KN (light pink, bunny/animal print pattern on bottle). Rakuten lists the いきなりストローマグセット R (pink, circus/carousel print pattern). The KN and R suffixes denote distinct product sub-series with different graphic designs and different product codes; these are not the same SKU.",B0FRD66BMJ,https://www.amazon.co.jp/dp/B0FRD66BMJ,"https://item.rakuten.co.jp/fidela/fid4-07rnjsf96/?rafcid=wsc_i_is_4fc4d628-58e9-4fbd-a881-6437783c8049","リッチェル(Richell) アクリア いきなりストローマグセット KN ライトピンク 6カ月頃から トレーニング 吸いやすい 漏れない","リッチェル アクリア いきなりストローマグセットR ピンク 1セット 150ml 200ml 6カ月 7カ月"
3733,bottles,TYPE,high,"Both are OSK 星のカービィ cups but are clearly different products. Amazon (C-7) is a clear/transparent AS-resin plastic cup without a handle, 300ml, with candy/food-themed Kirby graphics. Rakuten is a solid opaque pink plastic mug with a handle and a Kirby face design — a completely different shape, material finish, and SKU.",B0CWGTZGHN,https://www.amazon.co.jp/dp/B0CWGTZGHN,"https://item.rakuten.co.jp/ecjoy/20638280/?rafcid=wsc_i_is_4fc4d628-58e9-4fbd-a881-6437783c8049","オーエスケー（OSK) 子供用 プラカップ コップ 300ml 星のカービィ H/K No.3 日本製 C-7","OSK 【星のカービィ】 プラカップ /プラコップ ＜日本製＞ (124815)"
3738,bottles,SIZE,high,"Both are Skater Very Hungry Caterpillar foldable two-handle straw mugs, but different model numbers (KSHW1 vs KSHW2N) and different capacities: Amazon is 260ml, Rakuten is 370ml. The images confirm different color schemes and designs as well (yellow/HAPPY vs pink/apple). These are distinct products.",B07KWVRGM1,https://www.amazon.co.jp/dp/B07KWVRGM1,"https://item.rakuten.co.jp/digital7/sdt4973307637124/?rafcid=wsc_i_is_4fc4d628-58e9-4fbd-a881-6437783c8049","スケーター (skater) 折りたたみ式 両手ハンドル ストローマグ はらぺこあおむし 260ml KSHW1","【ギフト包装・のし紙無料】折りたたみ式両手ハンドル&ショルダーベルト付ストローマグ はらぺこあおむし KSHW2Nはらぺこあおむし(A5)"
3755,bottles,BRAND,high,"Amazon is a Skater-branded Hello Kitty (Sanrio) 3D stainless straw bottle 380ml. The Rakuten listing is a no-brand generic stainless straw mug with animal/bear-ear character design — completely different brand and product identity.",B084PMGW7Y,https://www.amazon.co.jp/dp/B084PMGW7Y,"https://item.rakuten.co.jp/miz-design/yl018811/?rafcid=wsc_i_is_4fc4d628-58e9-4fbd-a881-6437783c8049","スケーター(Skater) ステンレス 子供用 水筒 380ml ストロー飲み 3D ハローキティ おやつタイム SSPV4 サンリオ-A","【送料無料】保育園 トレーニング 練習 キッズ ストローボトル ベビー 子ども こども ステンレス 出産祝い 子供 プレゼント 赤ちゃん ベビーマグ ワンタッチ ショルダー付き 380ml の子"
3782,bottles,BRAND,high,"Amazon is a Peacock-branded name-engraving baby straw mug (sweetsデザイン, grey, 360ml). Rakuten is a generic no-brand baby straw mug with animal characters (360ml). Different brands and clearly different products by image.",B0FH1MDJRT,https://www.amazon.co.jp/dp/B0FH1MDJRT,"https://item.rakuten.co.jp/kuramochishop/ec-739-1/?rafcid=wsc_i_is_4fc4d628-58e9-4fbd-a881-6437783c8049","ベビーストローマグ 360ml 名入れ sweetsデザイン (グレー(ハンドル))","360ml 水筒 キッズ ベビー ストローマグ ストロー 保温保冷 持ち手付き 子供用 水筒セット 飲み口 2WAY ストロー付き水筒 ワンタッチ 肩紐 水筒 こども 可愛い 水筒 子ども ストロー 水筒 子供 子供用水筒"
3958,baby_food,TYPE,high,"Amazon shows a plain semicircular 3-section divided silicone suction plate with simple flat compartments. Rakuten shows a cat-paw shaped silicone plate with multiple small raised cup-shaped sections — a completely different form factor and design. Different product types despite both being silicone suction baby plates.",B0BTTVGQT6,https://www.amazon.co.jp/dp/B0BTTVGQT6,"https://item.rakuten.co.jp/nbrand/zc-354/?rafcid=wsc_i_is_4fc4d628-58e9-4fbd-a881-6437783c8049","rinaty ベビー食器 ひっくり返らない 吸盤 プレート シリコン かわいいくすみカラー 食洗機 電子レンジ","離乳食 プレート ひっくり返らない ベビー 食器 離乳食 食器 出産祝い 吸盤付き シリコン プレート ベビー 赤ちゃん キッズ 皿 仕切り 電子レンジ OK 食洗機 OK くすみカラー 分割"
3960,tableware,LINE,high,"Amazon shows 3 plain matte solid-color ceramic vases (orange, cream, blue) with no surface decoration — minimalist modern style. Rakuten shows 3 ceramic vases with bold hand-painted floral patterns (pink, white, dark blue). Completely different product lines: plain minimalist vs. hand-painted botanical/floral.",B0F2S4JWK2,https://www.amazon.co.jp/dp/B0F2S4JWK2,"https://item.rakuten.co.jp/comsys-r/ott040185g91nv5f/?rafcid=wsc_i_is_4fc4d628-58e9-4fbd-a881-6437783c8049","花瓶 陶器 3点セット 花びん おしゃれ 北欧風 花器 小さい かわいい 一輪挿し シンプル 飾り プレゼント 花器 生花 ドライフラワー 造花 フラワーベース セット インテリア アレンジメント リビングルーム 寝室 オフィス ギフトに最適 花瓶 (セット3：オレンジ+アプリコット+ブルー)","花瓶 フラワーベース 卓上 玄関 インテリア 手書き風 花柄 アンティーク調 北欧 おしゃれ 一輪挿し 小さめ 陶器 雑貨 飾り 置物 プレゼント ギフト オブジェ 可愛い 陶磁器 3点セット"
3970,baby_food,TYPE,high,"Amazon shows a silicone suction bowl (a single deep bowl with suction base, beige color). Rakuten shows a cat-paw shaped multi-section silicone suction plate with small raised cup compartments. Bowl vs. divided plate — different product types entirely.",B0GWJYCZ5F,https://www.amazon.co.jp/dp/B0GWJYCZ5F,"https://item.rakuten.co.jp/unngeibou/ub_20260418_0780/?rafcid=wsc_i_is_4fc4d628-58e9-4fbd-a881-6437783c8049","離乳食 食器 吸盤 ベビー食器 ひっくり返らない くっつく シリコンボウル 食洗機対応 電子レンジ対応 かわいい くすみカラー 吸盤付き キッズ ミルキーベージュ (ベージュ色)","離乳食 プレート ひっくり返らない ベビー 食器 離乳食 食器 出産祝い 吸盤付き シリコン プレート ベビー 赤ちゃん キッズ 皿 仕切り 電子レンジOK 食洗機OK くすみカラー 分割"
4043,bottles,OTHER,high,"Both share model code KSHW2N and 370ml capacity, but the Amazon listing is the 'バーガーコンクス' (burger/orange) character variant and the Rakuten listing is the 'ユニコーン' (unicorn/pink) character variant. Beyond character design, the Rakuten product visibly includes a shoulder strap accessory that is absent from the Amazon product, indicating these are different SKUs sold under the same base model number rather than the same physical item.",B0DJBFML87,https://www.amazon.co.jp/dp/B0DJBFML87,"https://item.rakuten.co.jp/r-kojima/4973307484216/?rafcid=wsc_i_is_4fc4d628-58e9-4fbd-a881-6437783c8049","スケーター(skater) ベビー用 ストローマグ 折りたたみハンドル&ショルダー式 2WAYタイプ 370ml 対象年齢1才頃から バーガーコンクス KSHW2N","スケーター 折りたたみストローマグ370ml ユニコーン KSHW2N"
4046,tableware,BUNDLE_CONTENTS,high,"Amazon is a rinaty 5-piece set (plain golden-yellow silicone divided plate, suction bowl, bib, fork & spoon). Rakuten is a completely different corn-themed set (leaf-shaped plate, corn-handle utensils, cleaning brush) — different brand, different design theme, different items in the bundle.",B0FRSRJDVV,https://www.amazon.co.jp/dp/B0FRSRJDVV,"https://item.rakuten.co.jp/zax0612/428259-tama16/?rafcid=wsc_i_is_4fc4d628-58e9-4fbd-a881-6437783c8049","rinaty【5点セット】ベビー食器セット ひっくり返らないベビー食器 吸盤付き 出産祝い 男の子 女の子 【食品衛生法適合 食洗機 電子レンジOK ギフトラッピング済】 (ゴールデンイエロー)","プレート セット 出産祝い 女の子 男の子 キッズ 食器 離乳食 食器セット ベビー食器 食事グッズ 食事セット ベビーギフト 食い初め ベビー食器セット 離乳食 赤ちゃん 吸盤付き 食器セット 5点 出産"
4112,tableware,BUNDLE_CONTENTS,high,"Both are mikiHOUSE tableware sets but different model numbers (46-7123-827 vs 46-7125-823). Amazon shows a 7-piece set (plate, bowl, mug, two spoons, fork). Rakuten shows a much larger set (~12 pieces including sippy cup and food storage containers). Clearly different products.",B08HLMWKPP,https://www.amazon.co.jp/dp/B08HLMWKPP,"https://item.rakuten.co.jp/superfoot/10004654/?rafcid=wsc_i_is_4fc4d628-58e9-4fbd-a881-6437783c8049","[ミキハウス] テーブルウェアセット 46-7123-827 男の子 女の子 白","ミキハウス 食器セット ベビー食器 出産祝い ギフト お食い初め 日本製 電子レンジ対応 食洗機対応 BPAフリー 赤ちゃん 男の子 女の子 mikihouse 46-7125-823"
4118,tableware,SIZE,high,"Amazon image clearly shows a 2-tier stand; Rakuten image is labeled '3層a' and shows a 3-tier stand. Despite both titles listing '2段/3段' as a range, the images confirm different physical variants (2 tiers vs 3 tiers), which is a meaningful structural size difference — these are different SKUs of the same design.",B0CFKW38ZM,https://www.amazon.co.jp/dp/B0CFKW38ZM,"https://item.rakuten.co.jp/nikonikoseikatsu/bvr20lps/?rafcid=wsc_i_is_4fc4d628-58e9-4fbd-a881-6437783c8049","ケーキディスプレイスタンド セラミック ケーキ陳列台 西洋風 円形 2段/3段 デザートスタンド フルーツプレート デザート展示台 飾り付け お菓子 アフタヌーンティー パーティー用 クマ飾り 宴会テーブル","ケーキディスプレイスタンド 西洋風 セラミック ケーキ陳列台 円形 2段/3段 クマ飾り デザートスタンド フルーツプレート デザート展示台 飾り付け お菓子 アフタヌーンティー パーティー用 宴会テーブル"
4131,bottles,LINE,high,"Both are Lec Anpanman straw cups, but Amazon is the 'Part 2' series (orange/green/pink cups with different character artwork) while Rakuten is model A00312 (9-piece set = 3×3-pack, red/yellow/blue cups with a different series artwork). Different design series, different colors, and different bundle quantity (3 vs 9 cups).",B0169H6JYI,https://www.amazon.co.jp/dp/B0169H6JYI,"https://item.rakuten.co.jp/rcmdva/gc-166653-009/?rafcid=wsc_i_is_4fc4d628-58e9-4fbd-a881-6437783c8049","レック アンパンマン ストローカップ 3個入 パート2 (3色別柄)","【単品9個セット】 アンパンマン ストローカップ 3個入 レック A00312【送料無料】"
4217,tableware,BUNDLE_CONTENTS,high,"Amazon listing is Pigeon じぶんでパクパク スプーン＆フォーク ケース付き — title explicitly states case included and the product image clearly shows the carrying case. The Rakuten listing title does not include ケース付き and the product image shows only the spoon and fork without a case. The bundle contents differ: one includes a storage case, the other does not.",B0BV983CB2,https://www.amazon.co.jp/dp/B0BV983CB2,"https://item.rakuten.co.jp/awake-shop/4902508181372/?rafcid=wsc_i_is_4fc4d628-58e9-4fbd-a881-6437783c8049","PIGEON ピジョン じぶんでパクパク スプーン＆フォーク ケース付き FRUIT","ピジョン Pigeon じぶんでパクパク スプーン＆フォーク （FRUITカラー） 送料無料 ベビー"
4229,tableware,BRAND,high,"Amazon is the 'rinaty' brand plain suction silicone bowl (single unit, notched rim, solid dusty colors). Rakuten is 'BELLA TUNNO Wonder Bowl' — a completely different brand with a different design (marbled/plain bowl, different shape). Different brands confirmed by both images and product titles.",B0BS2YYWPP,https://www.amazon.co.jp/dp/B0BS2YYWPP,"https://item.rakuten.co.jp/sesame-kagu/th425117/?rafcid=wsc_i_is_4fc4d628-58e9-4fbd-a881-6437783c8049","rinaty 離乳食 食器 吸盤 ベビー食器 ひっくり返らない くっつく シリコンボウル 食洗機対応 電子レンジ対応 かわいい くすみカラー 吸盤付き キッズ","6/18(木)限定！1000円OFFクーポン配布中♪ ベビー食器 シリコン 吸盤 北欧 ひっくり返らない 離乳食 シリコンボウル 電子レンジ 食洗機 すくいやすい お椀 汁椀 かわいい おしゃれ お食事 赤ちゃん キッズ 子供 くすみカラー ＜ベビー用ボウル＞"
4246,tableware,BUNDLE_CONTENTS,high,"Amazon is the magmag 3種コップ&ストローセット WITHOUT a bottle (packaging explicitly notes ボトルは付属しておりません). Rakuten is the 'ボトル付' variant that includes a 210ml bottle, confirmed in both the title and the image showing the bottle inside the box. These are different SKUs with different bundle contents. The Rakuten listing is also a 30-pack bulk order, but the primary mismatch is the bottle-included vs not.",B0FJKTWWCM,https://www.amazon.co.jp/dp/B0FJKTWWCM,"https://item.rakuten.co.jp/bazar-progre/8171008/?rafcid=wsc_i_is_4fc4d628-58e9-4fbd-a881-6437783c8049","PIGEON ピジョン magmag マグマグ 成長実感 3種のコップ&ストローセット","【30個セット】 ピジョン magmag 成長実感 3種のコップ＆ストローセット ボトル付(1セット)×30個セット【正規品】【mor】【ご注文後発送までに3週間前後頂戴する場合がございます】"
4253,tableware,BUNDLE_CONTENTS,high,"Amazon is the mamamanma プレートセット (4 pieces: 2 cloud plates + fork + spoon, blue). Rakuten is the mamamanma グランデセット — a significantly larger bundle containing a silicone mat, multiple bowls, a cup, soup bowl, plates, fork and spoon (7+ pieces). The images confirm entirely different bundle compositions, not just a count difference of the same unit.",B075ZXXXHZ,https://www.amazon.co.jp/dp/B075ZXXXHZ,"https://item.rakuten.co.jp/twinklefunny/tf-32110/?rafcid=wsc_i_is_4fc4d628-58e9-4fbd-a881-6437783c8049","[10mois(ディモワ)] mamamanma(マママンマ) プレートセット ブルー 18151007","＼ラッピング無料／ディモワ マママンマ グランデ プレートセット お食事 10mois セット 食器 ベビー mamamanma 食洗器対応 ギフトセット 出産祝い 男の子 女の子"
4273,bottles,FLAVOR_SCENT,high,"Both list model number KSHW2N and brand Skater, same 370ml capacity, but the Amazon listing shows The Very Hungry Caterpillar (はらぺこあおむし) character design in red, while the Rakuten listing is clearly Peter Rabbit design in green/cream. These are different character-licensed variants of the same base mug — the character design is the identity differentiator and they are not the same product a shopper would consider identical.",B07T74JCMX,https://www.amazon.co.jp/dp/B07T74JCMX,"https://item.rakuten.co.jp/rcmdse/er-4973307607615/?rafcid=wsc_i_is_4fc4d628-58e9-4fbd-a881-6437783c8049","スケーター(Skater) ベビー用 マグカップ ストロー付き コップ はらぺこあおむし 370ml KSHW2N","スケーター ベビー用 ストロー付マグカップ マグボトル 370ml ピーターラビット KSHW2N Skater【送料無料】"
4311,tableware,BRAND,high,"Amazon is the Skater-branded はらぺこあおむし (The Very Hungry Caterpillar) licensed plastic spoon+fork set with colorful character-printed handles. Rakuten is a generic/unbranded stainless-steel spoon set with silicone ring grips — entirely different brand, material (plastic vs stainless steel), and design. No caterpillar branding is visible on the Rakuten product.",B0D99FZR1J,https://www.amazon.co.jp/dp/B0D99FZR1J,"https://item.rakuten.co.jp/brother1990/tom55101359/?rafcid=wsc_i_is_4fc4d628-58e9-4fbd-a881-6437783c8049","スケーター(Skater) ベビー用 カトラリー スプーン･フォークセット はらぺこあおむし（パステル） SFB2","ベビー 2点セット 子供用スプーン 幼児用 子供 子供スプーン フォークセット カトラリー フォーク 練習 ベビー食器 知育カトラリー ベビ セット トレーニングスプーン ベビースプーン"
4349,tableware,TYPE,high,"Amazon shows a pair of small lacquered decorative miso-soup bowls with engraved leaf/cherry-blossom designs. Rakuten shows a plain single large wooden tea/rice bowl (ナツメ茶碗 16x8cm) with no engraving and no lid visible, despite the title claiming 蓋付き. Different style, size, and use-case — not the same product.",B0D9D7QJQF,https://www.amazon.co.jp/dp/B0D9D7QJQF,"https://item.rakuten.co.jp/mai-do/jb2kgx4r/?rafcid=wsc_i_is_4fc4d628-58e9-4fbd-a881-6437783c8049","お椀 味噌椀 汁椀 漆塗 2個 セット 木製 飯碗 味噌汁 夫婦椀 木目 多様椀 おわん 食器セット 茶碗 ギフト","木製汁椀 ラーメン碗 ラーメン鉢 2個セット 木製 お椀 漆塗 蓋付き うるし 汁椀 椀 ボウル 食卓 食事 保温性に優れている 口当りが良い 味噌汁 すまし汁 おしゃれ 味噌汁椀 おわん エコ素材 大きい"
4371,baby_food,BUNDLE_CONTENTS,high,"Amazon (enne) is a 3-piece set: silicone bib + suction bowl + wooden-handle spoon. Rakuten is a 7-piece set: bib + bowl + divided plate + straw cup + spoon + fork + small dish. The bundles contain fundamentally different items (plate, cup, fork absent in Amazon set), not merely a different count of the same unit.",B0BTSWDZLF,https://www.amazon.co.jp/dp/B0BTSWDZLF,"https://item.rakuten.co.jp/stellashop11/y757113/?rafcid=wsc_i_is_4fc4d628-58e9-4fbd-a881-6437783c8049","enne ひっくり返らない 離乳食 食器セット シリコンボウル スタイ スプーン ギフト 吸盤付き 赤ちゃん ベビー食器 ベビー シリコンプレート (カーキ（3点セット）)","食器セット ベビー ボウル お食事エプロン 皿 カップ スプーン フォーク 吸盤付き シリコンボウル ひっくり返らない 離乳期 スタイ 新生児 よだれかけ 赤ちゃん 離乳食 赤ちゃん食器 すくいやすい おしゃれ かわいい 出産祝い プレゼント ギフト 出産準備"
4399,baby_food,BRAND,high,"Amazon is a generic/unbranded temperature-sensitive baby spoon 2-pack (plain case, no brand markings). Rakuten is clearly branded 'Bc Babycare' (brand logo printed on handles and packaging box). Different brands — the branded Bc Babycare product is a distinct product identity from the generic one.",B0FN3GP3DN,https://www.amazon.co.jp/dp/B0FN3GP3DN,"https://item.rakuten.co.jp/kenkoex/1051-4589662932066/?rafcid=wsc_i_is_4fc4d628-58e9-4fbd-a881-6437783c8049","離乳食スプーン 2本セット ベビースプーン 温感 温度で色が変わる 赤ちゃんの火傷防止 ベビー用品 食器 食器セット 男の子 女の子","【ゆうパケット配送対象】H&S 温度で色が変わるスプーン 2本入り(離乳食 ベビー用品)(ポスト投函 追跡ありメール便)"
4434,baby_food,BRAND,high,"Amazon listing is branded 'kalavika' — a plain PU smock bib with clean construction and bear print. Rakuten listing shows a different, unbranded product with distinctive ruffled/frill shoulders and floral/cherry print fabric, no kalavika branding visible. Different brand and design.",B09SFTM872,https://www.amazon.co.jp/dp/B09SFTM872,"https://item.rakuten.co.jp/code-shop/n3089571a6e/?rafcid=wsc_i_is_4fc4d628-58e9-4fbd-a881-6437783c8049","[kalavika] お食事エプロン 長袖 6ヶ月～54ヶ月 赤ちゃん お食事スタイ 女の子 男の子 ベビー ビブ 防水 軽量 ポケット付き スモック 子供 食事用エプロン 保育園 ベビーギフト 出産祝い","お食事エプロン 長袖 ベビー 離乳食 袖付きエプロン 北欧 女の子 男の子 赤ちゃん お食事スタイ 6ヶ月〜2歳 幼児 食事スモック 保育園 幼稚園 入園準備 遊び着"
4474,baby_food,BRAND,high,"Amazon is kalavika-branded (blue dinosaur print smock bib). Rakuten shows a generic unbranded plain pink/solid-color smock bib with no kalavika branding or matching design. Different brand.",B09SFRTQ1P,https://www.amazon.co.jp/dp/B09SFRTQ1P,"https://item.rakuten.co.jp/syuno888/nn171/?rafcid=wsc_i_is_4fc4d628-58e9-4fbd-a881-6437783c8049","[kalavika] お食事エプロン 長袖 6ヶ月～54ヶ月 赤ちゃん お食事スタイ 女の子 男の子 ベビー ビブ 防水 軽量 ポケット付き スモック 子供 食事用エプロン 保育園 ベビーギフト 出産祝い","お食事エプロン 長袖 2枚セット 北欧調 洗える ベビー 離乳食 エプロン 袖付き 食事スタイ 赤ちゃん 女の子 男の子 スモック 防水 子供 キッズ 食事用エプロン 0歳 1歳 2歳 3歳 4歳 5歳 保育園 入園準備"
4500,bibs,OTHER,high,"Both are Miffy tulip-themed bibs but they are clearly different products: Amazon shows a white bib with red trim and a single 'miffy and tulips' scene illustration; Rakuten shows a yellow bib with red trim and an all-over repeating pattern of miffy faces and red tulips. Different SKUs with different designs and colorways — not the same physical product.",B08XYVQ8GW,https://www.amazon.co.jp/dp/B08XYVQ8GW,"https://item.rakuten.co.jp/tough-z/sm-mfbb788-001-ns_bep/?rafcid=wsc_i_is_4fc4d628-58e9-4fbd-a881-6437783c8049","miffy ミッフィー ベビービブ チューリップ ホワイト MFBB787","ミッフィー ベビービブ チューリップパターン"
4558,bibs,TYPE,high,"Amazon shows 4 round 360-degree rotation bibs (flower-petal shaped, snap neck closure, full-coverage round style). Rakuten shows 4 triangular bandana-style bibs with embroidered animal motifs. Completely different bib type/format.",B098SWV7MW,https://www.amazon.co.jp/dp/B098SWV7MW,"https://item.rakuten.co.jp/lilishop6-store/pvj2upa6uidfvkap5lxue5n3ii-lil/?rafcid=wsc_i_is_4fc4d628-58e9-4fbd-a881-6437783c8049","[NITONAMI] よだれかけ ベビー ビブ スタイ 赤ちゃん エプロン 食事用 柔らかい 綿100% 360度回転 柔らかい 4枚セット 保育園用","ベビー バイビーエプロン 赤ちゃん 口水巾 綿100% 防水 防汚 動物柄 条紋 純色 手绘 卡通 花柄 ドット柄 かわいい 動物 イラスト ユニセックス 0-3歳 普段使い 通年"
4574,baby_food,BRAND,high,"Amazon shows a 'whitelapin' flat waterproof cloth bib (タオルエプロン style, lemon print, fold-down pocket) sold as a 3-pack. Rakuten shows a 'Rivon' brand 3D bib with a fabric upper and rigid/hard scoop-pocket bottom — a completely different construction and brand. Both brand identity and product type differ.",B0CDPKS7BP,https://www.amazon.co.jp/dp/B0CDPKS7BP,"https://item.rakuten.co.jp/eightfeet/gfc072510869dfc/?rafcid=wsc_i_is_4fc4d628-58e9-4fbd-a881-6437783c8049","【保育士推奨！！】whitelapin お食事用エプロン 3D 立体 洗濯機で洗える 名前をかける ベビー エプロン よだれかけ タオルエプロン 保育園","」お食事用エプロン 立体 洗濯機で洗える 離乳食期から使える 3D エプロン タオルエプロン よだれかけ 立体ポケット 保育 ベビー"
4583,baby_food,BRAND,high,"Amazon is a 'tecopeco' branded silicone bib (plain solid gray, single unit shown). Rakuten is a generic silicone bib set with printed patterns ('smile everyday', bunny/car motifs) and comes with utensils. Different brands and visually distinct products despite both being silicone bibs.",B0GFD9PCVT,https://www.amazon.co.jp/dp/B0GFD9PCVT,"https://item.rakuten.co.jp/zekei/b01_silicon_apron02/?rafcid=wsc_i_is_4fc4d628-58e9-4fbd-a881-6437783c8049","[tecopeco] 離乳食エプロン 2枚セット 食洗器対応 ベビースタイ ～柔らかシリコン素材～【くるっと畳んでコンパクト収納】お家でも外食でも◎ お食事エプロン ベビー 防水 シリコンビブ","【2枚セット】お食事エプロン シリコン シリコンビブ お食事スタイ スタイ よだれかけ 食事用エプロン ベビー キッズ 赤ちゃん 防水 離乳食 コンパクト 持ち運び 食べこぼし ポケット 袖なし"
4586,bibs,BRAND,high,"Amazon (ZHICHUANGW brand, 6-pack, gender-neutral color palette with hearts/clouds/animals) vs Rakuten (no clear brand, fan-spread all-pink/pastel tones with bear/bunny/floral prints). Both are 360° rotating flower-petal gauze bibs of the same type, but the brand and design assortment differ enough to indicate different products. Qty also differs (6 vs unspecified count).",B0GVBKTK3R,https://www.amazon.co.jp/dp/B0GVBKTK3R,"https://item.rakuten.co.jp/frontop/3efc7pdy3dfhjkhqhfxqhc4svy-imp/?rafcid=wsc_i_is_4fc4d628-58e9-4fbd-a881-6437783c8049","[ZHICHUANGW] スタイ 6枚セット 防水 360度 新生児 6層ガーゼ 男女兼用 よだれかけ 男の子 女の子 柔らかい 食事用 お出かけ ギフト","赤ちゃん よだれかけ ガーゼ 綿 防水 花びら型 スタイ 新生児 吐き戻し防止 防汚 男女兼用 360度回転 かわいい イチゴ ウサギ 恐竜 柄"
4593,baby_food,TYPE,high,"Amazon shows a long-sleeve waterproof smock bib (スモック style, gray with fruit print). Rakuten image shows small fabric drawstring pouches/bags with animal prints — a completely different product category, not a bib at all.",B09SFPSTZ2,https://www.amazon.co.jp/dp/B09SFPSTZ2,"https://item.rakuten.co.jp/mzymzy/k6alaegviwcdzb7tv2cmbs7jgu-alm/?rafcid=wsc_i_is_4fc4d628-58e9-4fbd-a881-6437783c8049","[kalavika] お食事エプロン 長袖 6ヶ月～54ヶ月 赤ちゃん お食事スタイ 女の子 男の子 ベビー ビブ 防水 軽量 ポケット付き スモック 子供 食事用エプロン 保育園 ベビーギフト 出産祝い","お食事エプロン ベビー キッズ 長袖 防水 スモック 食べこぼし防止 ポケット付き ソフト やわらか 離乳食 幼児 保育園 北欧風 おしゃれ 赤ちゃん 男の子 女の子 1歳 2歳 3歳"
4611,bibs,BRAND,high,"Amazon listing is a [Comfort U] branded 5-pack with a distinctive petal/flower-shaped bib in specific muted colors. Rakuten listing is a generic no-brand 柄おまかせ 5-pack with a different bib shape (tulip/rounded, wider base) and different color range. Different sellers, different bib silhouettes — not the same product.",B0F1ZWFN7B,https://www.amazon.co.jp/dp/B0F1ZWFN7B,"https://item.rakuten.co.jp/tsubotsubo/tsubotsubo2026040311002860285827/?rafcid=wsc_i_is_4fc4d628-58e9-4fbd-a881-6437783c8049","[Comfort U] よだれかけ スタイ ベビー ビブ 男の子 女の子 5枚セット 綿100％ 6重ガーゼ 吸水 柔らかい スナップボタン サイズ調整可能 赤ちゃん 可愛い エプロン お食事スタイ おしゃれ おでかけ 無地 出産準備 ギフト 保育園 入学準備","スタイ セット よだれ カバー お食事 エプロン 5枚 セット 柄 おまかせ ベビー 赤ちゃん キッズ 新生児 綿 コットン スナップ ボタン ビブ くすみ カラー かわいい シンプル 無地 くすみ 男の子 女の子 吸水 速乾 通気 吸収性 出産 準備 子育て 幼稚園 保育園"
