id	category	verdict	confidence	mismatch	qtyDiffers	reason	asin	rakuten_url	amazon_title	rakuten_title
2743	baby_food	KEEP	high	NONE	Y	Both are Wakodo BIG栄養マルシェ 五目中華丼セット (五目中華丼+根菜きんぴら, 110g+80g, 12か月). Amazon lists a 3-pack bundle, Rakuten lists a single box — same underlying unit.	B016DAQB5I	https://item.rakuten.co.jp/drugkirin/4987244177872/?rafcid=wsc_i_is_4fc4d628-58e9-4fbd-a881-6437783c8049	【和光堂】 BIGサイズの栄養マルシェ 五目中華丼セット 3個 [12か月頃から] スプーン(1本)付き 食事バランス おでかけ	和光堂 BIGサイズの栄養マルシェ 五目中華丼セット 12か月頃から 110g・80g各1パック入※軽減税率対象
2744	baby_food	KEEP	high	NONE		Both are Pigeon 元気アップCa にんじんとさつまいものビスケット 20g×2袋. Images show different packaging generations (newer vs older design) but same brand, product name, and size — identical product identity.	B075ZP15GR	https://item.rakuten.co.jp/at-zakka/4902508133937com/?rafcid=wsc_i_is_4fc4d628-58e9-4fbd-a881-6437783c8049	ピジョン 元気アップCa にんじんとさつまいものビスケット 20g×2袋	【送料込】ピジョン ベビーおやつ 元気アップCa にんじんとさつまいものビスケツト 1個
2745	baby_food	KEEP	high	NONE	Y	Both are EDISONmama くちどけおこめぼー 赤のやさい 25g. Amazon is a single bag; Rakuten is a 10袋セット of the same item. Underlying unit is identical.	B0DN65R7G2	https://item.rakuten.co.jp/popmart/10009962/?rafcid=wsc_i_is_4fc4d628-58e9-4fbd-a881-6437783c8049	EDISONmama(エジソンママ) くちどけおこめぼー 赤のやさい ベビーフード 離乳食 おやつ 赤ちゃん用 7ヶ月ごろ～ お米スナック 手づかみ食べ	【 くちどけおこめぼー 赤のやさい 10袋 】エジソンママ EDISONmama エジソン ベビーフード ベビースナック 無添加 離乳食 アレルゲンフリー アレルギー対応 国産 お米100% ベビーおやつ おかし おこめぼー おせんべい おかゆ 赤ちゃんせんべい
2746	baby_food	KEEP	high	NONE	Y	Both are Wakodo グーグーキッチン 豆乳ドリア 100g (9か月). Amazon is a single pouch; Rakuten is a 3個セット of the same pouch. Underlying unit is identical.	B07D7NRT1M	https://item.rakuten.co.jp/kusurinofukutaro/10154317/?rafcid=wsc_i_is_4fc4d628-58e9-4fbd-a881-6437783c8049	1食分の野菜が摂れるグーグーキッチン 豆乳ドリア	《セット販売》 和光堂 1食分の野菜が摂れるグーグーキッチン 豆乳ドリア (100g)×3個セット 9か月頃から ベビーフード 離乳食 ※軽減税率対象商品
2747	baby_food	KEEP	high	NONE		Both are Wakodo そのままBABY果実 りんご×バナナ×いちご 70g×6袋. Images and titles confirm the same product and the same 6-bag count on both sides.	B0FK54CMQ7	https://item.rakuten.co.jp/benkyo/4987244602510/?rafcid=wsc_i_is_4fc4d628-58e9-4fbd-a881-6437783c8049	和光堂 そのままBABY果実 りんご×バナナ×いちご 70g×6個 ［スプーンで5か月から、そのままは1歳から］3種素材 ピューレ 使い方いろいろ	そのままBABY果実 りんご×バナナ×いちご 70g×6個入
2749	baby_food	KEEP	high	NONE	Y	Both are Pigeon ベビー飲料 緑黄色野菜＆りんご100 125ml×3個パック. Images are identical in branding, design, and content. Rakuten listing is a bundle of 3–5 sets of the same 3-pack unit; the underlying unit is the same.	B06XWRK8PN	https://item.rakuten.co.jp/nicobase/kawav3-5-001325/?rafcid=wsc_i_is_4fc4d628-58e9-4fbd-a881-6437783c8049	ピジョン ベビー飲料 緑黄色野菜&りんご100 125ml×3個パック	3〜5個セット まとめ買い ピジョン ベビー飲料 野菜りんご100 果汁・野菜汁100％ 125ml×3個パック（4902508135146）
2751	baby_food	KEEP	high	NONE	Y	Both are Glico 1歳からの幼児食 鶏のけんちん風うどん 220g (110g×2袋). Images confirm identical packaging and product. Amazon shows a 2-box bundle; Rakuten is a single box (title notes ×24 case). Same underlying unit.	B0G5H4LKK3	https://item.rakuten.co.jp/segp-shop/4987386438121b/?rafcid=wsc_i_is_4fc4d628-58e9-4fbd-a881-6437783c8049	1歳からの幼児食 鶏のけんちん風うどん (× 2)	グリコ 1歳からの幼児食 鶏のけんちん風うどん 220g(110g×2袋) × 24個 / 12ヵ月から / 離乳食 /まとめ買い/
2752	baby_food	KEEP	high	NONE	Y	Both are Wakodo (アサヒグループ食品) BIGサイズのグーグーキッチン いわしのつみれ汁 100g. Images show the same red Wakodo pouch with identical branding, flavor, and age stage (1才4ヶ月〜). Rakuten is a 12-pack bundle.	B0C14JB55K	https://item.rakuten.co.jp/at-zakka/103-4987244196927-12/?rafcid=wsc_i_is_4fc4d628-58e9-4fbd-a881-6437783c8049	アサヒグループ食品 BIGグーグーキッチン いわしのつみれ汁 100g	【送料込・まとめ買い×12個セット】アサヒグループ食品 和光堂 BIGサイズのグーグーキッチン いわしのつみれ汁 100g
2754	baby_food	KEEP	high	NONE		Both are Pigeon 1才からのレンジでケーキセット (12ヶ月〜, 95g, same contents: ケーキミックス＋ホイップクリームミックス＋accessories). Amazon image shows slightly older packaging artwork while Rakuten shows a refreshed design, but the product identity, name, brand, contents, and age range are all the same.	B007J0PZWW	https://item.rakuten.co.jp/lmaster/e224823h0000/?rafcid=wsc_i_is_4fc4d628-58e9-4fbd-a881-6437783c8049	ピジョン 1才からのレンジでケーキセット	ピジョン 1才からのレンジでケーキセットお菓子 ベビーフード 1歳頃から ベビーフードPigeon from 1 year old microwave cake set 95g from 12 months old
2756	baby_food	KEEP	high	NONE	Y	Both are Pigeon 保育園の栄養士監修 幼児食 牛肉のキーマカレー 100g (1才6ヶ月〜). Images show the same yellow Pigeon pouch with identical branding, product line, flavor, and age stage. Rakuten is a 10-pack bundle.	B0FJF7MFQ8	https://item.rakuten.co.jp/at-life/103-4902508275231-10/?rafcid=wsc_i_is_4fc4d628-58e9-4fbd-a881-6437783c8049	ピジョン 保育園の栄養士監修幼児食 牛肉のキーマカレー	【送料込・まとめ買い×10個セット】ピジョン 保育園の栄養士監修 幼児食 牛肉の キーマカレー 100g レトルト
2762	baby_food	KEEP	high	NONE	Y	Both images show the identical Kewpie 'こだわりのひとさじ 鯛雑炊' 70g jar — same brand, product line, flavor, size, and age stage (7ヵ月頃から). Amazon listing is 12-pack, Rakuten is 24-pack; underlying unit is identical.	B09R1TY5BL	https://item.rakuten.co.jp/yoikenkou/103-0000045212871-24/?rafcid=wsc_i_is_4fc4d628-58e9-4fbd-a881-6437783c8049	キユーピー ベビーフード 鯛雑炊 70g×12個 7ヵ月頃からずっと こだわりのひとさじ 小分け冷凍可 離乳食	【送料込・まとめ買い×24個セット】キューピーベビーフード こだわりのひとさじ 鯛雑炊 7ヵ月頃から 70g
2765	baby_food	KEEP	high	NONE		Both images show the identical Wakodo 'たっぷり手作り応援 おみそしるのもと 徳用' 24g pink pouch — same brand, product line, size, and age stage. Both listings are single units.	B0BNKCFFN3	https://item.rakuten.co.jp/yoikenkou/103-4987244196538com/?rafcid=wsc_i_is_4fc4d628-58e9-4fbd-a881-6437783c8049	アサヒグループ食品 たっぷり手作り応援 おみそしるのもと 徳用 24g	【送料込】アサヒグループ食品 和光堂 たっぷり手作り応援 おみそしるのもと 徳用 24g 1個
2768	baby_food	KEEP	high	NONE	Y	Both images show the identical Wakodo グーグーキッチン 'ラタトゥイユ' 100g green pouch — same brand, product line, flavor, size, and age stage (9ヵ月頃から). Amazon is single unit, Rakuten is 12-bag set; underlying unit is identical.	B00KAS7IQQ	https://item.rakuten.co.jp/rakuten24/85218/?rafcid=wsc_i_is_4fc4d628-58e9-4fbd-a881-6437783c8049	和光堂 1食分の野菜が摂れるグーグーキッチン ラタトゥイユ 100g	和光堂 1食分の野菜が摂れるグーグーキッチン ラタトゥイユ 9か月頃〜(100g*12袋セット)【グーグーキッチン】
2770	baby_food	KEEP	high	NONE		Both images show the identical Pigeon 幼児食 やわらかパックごはん (1才6ヵ月頃から, 120g×6パック) orange package — same brand, product name, contents, and stage. No quantity difference between listings.	B0FJF8QK61	https://item.rakuten.co.jp/tales-store/202602210619234902508276924/?rafcid=wsc_i_is_4fc4d628-58e9-4fbd-a881-6437783c8049	ピジョン 幼児食 やわらかパックごはん 1才6ヵ月	ピジョン 幼児食 やわらかパックごはん 1才6ヵ月
2771	baby_food	KEEP	high	NONE	Y	Both images show the identical Wakodo ぱくぱくプレキッズ '骨とりさばの味噌煮' 90g orange pouch — same brand, product line, flavor, size, and age stage (1歳半頃〜2歳代). Amazon is 1 unit, Rakuten is a 30-pack set; underlying unit is identical.	B0DJBJN11P	https://item.rakuten.co.jp/bazar-progre/8170624/?rafcid=wsc_i_is_4fc4d628-58e9-4fbd-a881-6437783c8049	【和光堂】 ぱくぱくプレキッズ 骨とりさばの味噌煮 90g [1歳半頃から] 離乳食を卒業したら 鉄・カルシウム入り	【30個セット】 アサヒ 和光堂 ぱくぱくプレキッズ 骨とり さばの味噌煮(90g)×30個セット【正規品】※軽減税率対象品
2772	baby_food	KEEP	high	NONE		Both images show the identical Wakodo BIGグーグーキッチン すき焼き 100g pouch for 1歳4ヶ月から. Same brand, product line, flavor, and size. Package design matches exactly.	B0C14G1C13	https://item.rakuten.co.jp/yokkamachi/4987244196859/?rafcid=wsc_i_is_4fc4d628-58e9-4fbd-a881-6437783c8049	アサヒグループ食品 BIGグーグーキッチン すき焼き 100g	BIGサイズのグーグーキッチン すき焼き ベビーフード 美味しい 赤ちゃん 1歳4ヶ月 便利 おでかけ 旅行 そのまま使える パウチ 簡単 時短 栄養 和光堂 アサヒグループ食品 M:4987244196859
2775	baby_food	KEEP	high	NONE		Both listings are ふっくりんこJAPON 北海道コーン味 4袋×15g. Amazon image shows 4 bags arranged together; Rakuten shows a single bag with '4袋' noted in the listing. Same brand, flavor, contents, and quantity.	B0G7YP7ST7	https://item.rakuten.co.jp/fn-plaza/sawa-corn4p-0329-z/?rafcid=wsc_i_is_4fc4d628-58e9-4fbd-a881-6437783c8049	ふっくりんこJAPON・白米 北海道コーン味 15g×4袋 ポン菓子 無添加 北海道産とうもろこし グルテンフリー おやつ おかし	ふっくりんこJAPON 北海道コーン 4袋 ｜ 北海道 北斗市 澤田米穀店 お米 白米 ポン菓子 パフ チップス せんべい 煎餅 おやつ お菓子 離乳食 赤ちゃん こども 子供 ふっくりんこ 送料無料 ベビ活 【ご注文殺到のため最大2週間前後のお届けとなります】
2777	baby_food	KEEP	high	NONE		Both are Pigeon 元気アップカルシウム お野菜すなっく かぼちゃ+おいも 6g×2袋 7ヶ月から. The packages show a minor design revision (different vegetable illustrations) but the product identity — brand, line, flavor, size, age — is identical.	B08KQLCZFC	https://item.rakuten.co.jp/kaigo/103-4902508139014/?rafcid=wsc_i_is_4fc4d628-58e9-4fbd-a881-6437783c8049	ピジョン 元気アップCa お野菜すなっく かぼちゃ+おいも 7ヶ月頃から 6g×2袋	【あわせ買い2999円以上で送料お得】ピジョン 元気アップカルシウム お野菜すなっくかぼちゃ + おいも 6g×2袋 7か月頃から
2778	baby_food	KEEP	high	NONE	Y	Both are Wakodo アクアライト りんご 500ml for 3ヶ月から. Amazon is a case of 24 bottles; Rakuten is a single 500ml bottle. The underlying unit is identical; only the bundle count differs.	B00BYMG6D8	https://item.rakuten.co.jp/jism/4987244171917-73-30000286-n/?rafcid=wsc_i_is_4fc4d628-58e9-4fbd-a881-6437783c8049	【和光堂】 ベビーのじかん アクアライト りんご 500ml×24本 [3か月頃から] 赤ちゃんにやさしい浸透圧 電解質補給	和光堂 ベビーのじかん アクアライトりんご 500ml （3か月頃から） アサヒグループ食品 W)アクアライトリンゴ 500ML
2779	baby_food	KEEP	high	NONE		Both are Wakodo 赤ちゃんのおやつ+Ca たまごボーロ 3袋. Images show the same iconic pink giraffe-themed box. Minor packaging design revision between listings does not affect product identity.	B01LY8KN8K	https://item.rakuten.co.jp/kaigo/4987244183491/?rafcid=wsc_i_is_4fc4d628-58e9-4fbd-a881-6437783c8049	和光堂 赤ちゃんのおやつ+Ca カルシウムたまごボーロ 3袋入	【あわせ買い2999円以上で送料お得】和光堂 赤ちゃんのおやつ+CA カルシウム たまごボーロ 15g×3袋 (4987244183491)
2781	baby_food	NEEDS_REFRESH	high			Rakuten item no longer returned by API (not_found); listing is stale.	B0BC96M7H6		キユーピー ベビーフード たまごたっぷりぼうろ (12g×5袋)×4個 7ヵ月頃から ベビーおやつ	【4個セット】キューピー たまごたっぷりぼうろ 離乳食 幼児食 ベビーフード おやつ お菓子 たまご 卵 自然な味わい 優しい口どけ 個包装 乳児用規格適用食品 着色料・香料不使用 対象年齢7か月から
2785	baby_food	KEEP	high	NONE	Y	Both images show the identical Kewpie ハッピーレシピ 鶏五目ごはん 130g retort pouch (9ヵ月頃から) with the same cat character artwork and product line. Amazon is a single pouch; Rakuten is a 16-pack of the same unit. Underlying unit is identical.	B09XKKBZH9	https://item.rakuten.co.jp/segp-shop/4901577086786a/?rafcid=wsc_i_is_4fc4d628-58e9-4fbd-a881-6437783c8049	キユーピー ベビーフード レンジでチンするハッピーレシピ 鶏五目ごはん 130g 9ヵ月頃から レトルトパウチ 離乳食	キューピー レンジでチンするハッピーレシピ 鶏五目ごはん（130g）×16個【送料無料】
2787	baby_food	KEEP	high	NONE	Y	Both images show the identical Wakodo BIGサイズのグーグーキッチン ふんわりつくねの野菜あんかけ 100g pouch (1歳4か月頃から). Amazon is a 6-bag set; Rakuten is a 2-unit set of the same single bag. Underlying unit is identical.	B0DLFLY176	https://item.rakuten.co.jp/kaigo/103-4987244196842-2/?rafcid=wsc_i_is_4fc4d628-58e9-4fbd-a881-6437783c8049	【和光堂】 BIGサイズのグーグーキッチン ふんわりつくねの野菜あんかけ 100g×6袋 [1歳4か月頃から] 鉄・カルシウム入り 大きめ具材入り	【送料お得・まとめ買い×2個セット】アサヒグループ食品 和光堂 BIGサイズのグーグーキッチン ふんわりつくねの野菜あんかけ 100g
2788	baby_food	KEEP	high	NONE	Y	Both images show the identical Wakodo 栄養マルシェ 野菜あんかけ鯛ごはん box containing 80g×2 cups (9か月頃から). Amazon is a single box; Rakuten is a 10-box set. Underlying unit per box is identical.	B00UT3ODKG	https://item.rakuten.co.jp/yoikenkou/103-4987244179067_10/?rafcid=wsc_i_is_4fc4d628-58e9-4fbd-a881-6437783c8049	和光堂 栄養マルシェ 野菜あんかけ鯛ごはん 80g 2個	【送料無料・まとめ買い10個セット】和光堂 ベビーフード 栄養マルシェ 野菜あんかけ鯛ごはん 9か月頃から
2792	baby_food	KEEP	high	NONE		Both images show the identical Wakodo BIG 栄養マルシェ 田舎風弁当 set (鶏おこわ 110g + 牛肉とほっくりじゃがいもの煮物 80g, 12か月頃から). Same brand, line, contents, and bundle composition. No quantity difference.	B00P76QTTS	https://item.rakuten.co.jp/master/e370974h0000/?rafcid=wsc_i_is_4fc4d628-58e9-4fbd-a881-6437783c8049	和光堂 BIGサイズの栄養マルシェ 田舎風弁当 110g+80g	ビッグサイズの栄養マルシェ 田舎風弁当 110g+80g
2794	baby_food	KEEP	high	NONE		Both images show Wakodo ベビーのじかん アクアライト りんご 125ml×3本 — same brand, product line, flavor (apple), and 3-pack quantity. The Amazon image shows an older flat-box packaging style while Rakuten shows the shrink-wrap bundle, but the product identity is identical.	B0BHHVVYSM	https://item.rakuten.co.jp/at-zakka/4987244196361-4/?rafcid=wsc_i_is_4fc4d628-58e9-4fbd-a881-6437783c8049	アサヒグループ食品 元気っち アクアライトりんご 3本	【送料込・まとめ買い×4個セット】アサヒグループ食品 和光堂 ベビーのじかん アクアライト りんご 125ml×3本
2798	baby_food	KEEP	high	NONE	Y	Both images show the identical WAKODO ごくごく果実 甘さすっきりぶどうミックス+鉄 125ml×3本 pack. The Amazon title notes '果汁ぶどうミックス 100%' but the image and Rakuten description confirm the same product (果汁50% on pack). Rakuten listing is a 6個セット of the same 3-bottle unit — different bundle count only.	B0BR7YHXJR	https://item.rakuten.co.jp/yoikenkou/4987244196385-6/?rafcid=wsc_i_is_4fc4d628-58e9-4fbd-a881-6437783c8049	アサヒグループ食品 アサヒ 果汁ぶどうミックス 100% 125ml×3本	【送料込・まとめ買い×6個セット】アサヒグループ食品 和光堂 ごくごく果実 甘さすっきりぶどうミックス+鉄 3本
2799	baby_food	KEEP	high	NONE	Y	Both images show Pigeon アップル＆ウォーター 500ml. Minor label generation difference (newer vs older packaging) but same brand, product line, size, and flavor. Amazon is 1 bottle; Rakuten is a 24本セット.	B00DMWLEUI	https://item.rakuten.co.jp/drugpure/4902508135870-24jv/?rafcid=wsc_i_is_4fc4d628-58e9-4fbd-a881-6437783c8049	ピジョン赤ちゃんの アップル&ウォーター 500ml 1本	ピジョン株式会社『ピジョン アップル＆ウォーター 500ml（5.6ヶ月頃から）』×24本セット【ドラッグピュア楽天市場店】【北海道・沖縄は別途送料必要】【YP】
2800	baby_food	KEEP	high	NONE		Both images show Pigeon お米のパンケーキ かぼちゃ＆にんじん 144g. Packaging generation differs slightly (one lists '水や牛乳で作れる', the other '水だけで') but same product identity, same weight and flavor.	B07WDTRYL5	https://item.rakuten.co.jp/shopdeclinic/hj-70564/?rafcid=wsc_i_is_4fc4d628-58e9-4fbd-a881-6437783c8049	ピジョン ベビーおやつ お米のパンケーキ かぼちゃ&にんじん	【ピジョン】P．お米のパンケーキかぼちゃ＆にんじん
2804	baby_food	NEEDS_REFRESH	high			Rakuten item no longer returned by API (not_found); listing is stale.	B09KZG5SB2		ピジョン ベビーフード フリーズドライ かんたん粉末+鉄 豆乳みそ汁 41ｇ	【送料込・まとめ買い×8個セット】ピジョン かんたん粉末+鉄 豆乳みそ汁 41g ベビーフード
2805	baby_food	KEEP	high	NONE	Y	Both images show the identical キユーピー レンジでチンするハッピーレシピ チキンと野菜のカレーライス 130g 12ヵ月. Amazon is 1袋; Rakuten is a 32袋セット of the same product.	B0BWN6BPW1	https://item.rakuten.co.jp/rakuten24/530011/?rafcid=wsc_i_is_4fc4d628-58e9-4fbd-a881-6437783c8049	キユーピー ベビーフード レンジでチンするハッピーレシピ チキンと野菜のカレーライス 130g 12ヵ月頃から 離乳食	キユーピー レンジでチンするハッピーレシピ チキンと野菜のカレーライス(130g*32袋セット)【キユーピー ベビーフード ハッピーレシピ】
2808	baby_food	KEEP	high	NONE	Y	Both images show WAKODO 手作り応援 緑黄色野菜3種パック (5か月頃から, 8包). Amazon is a 6-box bundle; Rakuten is a single box. Same product identity.	B07HPTDMWF	https://item.rakuten.co.jp/rcmdva/d4-4987244192615/?rafcid=wsc_i_is_4fc4d628-58e9-4fbd-a881-6437783c8049	【和光堂】 手作り応援 緑黄色野菜 3種パック (2.3g×8包)×6個 [5か月頃から] お湯でとくだけ	手作り応援 緑黄色野菜3種パック 012520347
2817	baby_food	KEEP	high	NONE		Both images show the identical EDISONmama はじめてのおいしさ ホットケーキミックス 120g for 9ヶ月. Same brand, line, type, size, and age stage. Minor packaging art variation only.	B0F742KPNK	https://item.rakuten.co.jp/platina-shop/4544742904494/?rafcid=wsc_i_is_4fc4d628-58e9-4fbd-a881-6437783c8049	EDISONmama(エジソンママ) はじめてのおいしさホットケーキミックス 120g 水だけで作れるホットケーキ 砂糖・塩不使用 グルテンフリー 9ヶ月ごろ	エジソンママ はじめてのおいしさ ホットケーキミックス 120g ベビーフード 9ヶ月 ベビー フード おかし おやつ 離乳食後期
2820	baby_food	KEEP	high	NONE	Y	Same Wakodo 具たっぷりグーグーキッチン ツナときのこのリゾット 80g unit confirmed by both images. Amazon lists 6個, Rakuten lists 48個セット — different bundle counts of the identical unit.	B0FQ51P1PS	https://item.rakuten.co.jp/at-zakka/103-4987244602381-48/?rafcid=wsc_i_is_4fc4d628-58e9-4fbd-a881-6437783c8049	和光堂 具たっぷりグーグーキッチン ツナときのこのリゾット 80g×6個	【送料込・まとめ買い×48個セット】和光堂 具たっぷり グーグーキッチン ツナときのこのリゾット 80g ベビーフード
2821	baby_food	KEEP	high	NONE	Y	Same EDISONmama かむっこスティック きなこ 5枚入 bag shown in both images. Amazon is a single bag; Rakuten is a 60個セット case. Underlying unit is identical.	B0CKKHWMBR	https://item.rakuten.co.jp/shopsoleil/8109944/?rafcid=wsc_i_is_4fc4d628-58e9-4fbd-a881-6437783c8049	EDISONmama(エジソンママ) かむっこスティック きなこ 5枚入り 1歳~ おやつ	【60個セット】【1ケース分】 KJC エジソンママ かむっこスティック 個包装 きなこ(5本入)×60個セット 1ケース分 【正規品】【mor】【ご注文後発送までに2週間前後頂戴する場合がございます】※軽減税率対象品
2822	baby_food	KEEP	high	NONE	Y	Both images show the same キユーピー ベビーデザート バナナとりんごのフルーツジュレ 70g cup (9ヶ月). Amazon lists 6個, Rakuten lists 24個セット — different counts of the same unit.	B0BC968KB4	https://item.rakuten.co.jp/shopsoleil/8178388/?rafcid=wsc_i_is_4fc4d628-58e9-4fbd-a881-6437783c8049	キユーピー ベビーフード デザートバナナとりんごのフルーツジュレ 70g×6個 9ヵ月頃からずっと 着色料、保存料、香料不使用 離乳食	【24個セット】【1ケース分】 キユーピーベビーデザート バナナとりんごのフルーツジュレ(70g)×24個セット 1ケース分【正規品】【k】【ご注文後発送までに1週間前後頂戴する場合がございます】 ※軽減税率対象品
2823	baby_food	KEEP	high	NONE	Y	Both images show the identical Pigeon 食育レシピ まぐろとえだ豆の中華煮 80g pouch (12ヶ月). Amazon is a single unit; Rakuten is a 10個セット. Same underlying product.	B083XCNJTV	https://item.rakuten.co.jp/at-life/4902508007757-10/?rafcid=wsc_i_is_4fc4d628-58e9-4fbd-a881-6437783c8049	ピジョン ベビーフード 食育レシピ12か月頃から まぐろとえだ豆の中華煮 80ｇ	【送料込・まとめ買い×10個セット】ピジョン 食育レシピ まぐろと枝豆の中華煮 80g 12ヵ月頃から
2825	baby_food	KEEP	high	NONE	Y	Both images show the identical 地球畑 original organic JAS-certified yellow pouch 有機かぼちゃと味噌のおかゆ 7カ月頃から 80g. Amazon listing is a 3-pack (3個セット), Rakuten is a single unit. Same underlying product.	B0DW7RGPSR	https://item.rakuten.co.jp/shizenkan-genki/ms21929/?rafcid=wsc_i_is_4fc4d628-58e9-4fbd-a881-6437783c8049	【3個セット】地球畑original 有機かぼちゃと味噌のおかゆ 80g×3個 7ヶ月頃から	ベビーフード 有機かぼちゃと味噌のおかゆ（7ヶ月頃から）（80g）【かごしま有機生産組合】
2826	baby_food	KEEP	high	NONE		Both images show the identical Pigeon 保育園の栄養士監修 幼児食 玉ねぎたっぷり豆腐ハンバーグ 100g, 1才6カ月頃〜卒園まで. Packaging design, brand, product line, and size are identical. Single unit on both listings.	B0FJFBT7KS	https://item.rakuten.co.jp/yoikenkou/103-4902508275255-sa/?rafcid=wsc_i_is_4fc4d628-58e9-4fbd-a881-6437783c8049	ピジョン 保育園の栄養士監修幼児食 玉ねぎたっぷり豆腐ハンバーグ	【夏 売りたいんや】ピジョン 保育園の栄養士監修 幼児食 玉ねぎたっぷり 豆腐ハンバーグ 100g レトルト
2827	baby_food	KEEP	high	NONE	Y	Both images show the identical WAKODO GLOBAL 鯛と豆腐のみそ煮込みうどん 120g, 12か月頃から, 讃岐うどん使用, 国産野菜使用. Amazon is a single unit; Rakuten title indicates a 10-pack (×10個セット). Same underlying product.	B08CB2J1VV	https://item.rakuten.co.jp/at-life/103-4987244193940-10/?rafcid=wsc_i_is_4fc4d628-58e9-4fbd-a881-6437783c8049	【和光堂】 WAKODO GLOBAL 鯛と豆腐のみそ煮込みうどん 120g [12か月頃から] 国産野菜使用 讃岐うどん使用	【送料込・まとめ買い×10個セット】アサヒグループ食品 和光堂 GLOBAL 鯛と豆腐のみそ煮込みうどん 120g
2828	baby_food	KEEP	high	NONE	Y	Both images show the identical Pigeon かんたん粉末+鉄 鮭と野菜のクリームソース 6袋入り box, 7カ月頃から. Amazon is a single box; Rakuten is a 10-set (6袋入×10セット). Same underlying unit.	B09KZCYLQ1	https://item.rakuten.co.jp/rakuten24/576516/?rafcid=wsc_i_is_4fc4d628-58e9-4fbd-a881-6437783c8049	ピジョン ベビーフード フリーズドライ かんたん粉末+鉄 鮭と野菜のクリームソース 6袋入り	ピジョンかんたん粉末+鉄 鮭と野菜のクリームソース(6袋入×10セット)【かんたん粉末】
2829	baby_food	KEEP	high	NONE	Y	Both images show the identical WAKODO 栄養マルシェ まぐろごはん弁当 9か月頃から (80g+80g bento with spoon). Amazon title specifies 2個 (2-pack), Rakuten appears to be a single unit. Same underlying bento product.	B00UT3OPC2	https://item.rakuten.co.jp/yoikenkou/103-4987244179111/?rafcid=wsc_i_is_4fc4d628-58e9-4fbd-a881-6437783c8049	和光堂 栄養マルシェ まぐろごはん弁当 80g 2個	和光堂 ベビーフード 栄養マルシェ まぐろごはん弁当 9か月頃から
2830	baby_food	KEEP	high	NONE	Y	Both images show the identical キユーピー レンジでチンするハッピーレシピ たっぷり野菜のチキンライス 130g pouch. Amazon is an 8-pack bundle, Rakuten is a single unit — same underlying product.	B0BBQH77HY	https://item.rakuten.co.jp/webdrug/4901577086762/?rafcid=wsc_i_is_4fc4d628-58e9-4fbd-a881-6437783c8049	キユーピー ベビーフード レンジでチンするハッピーレシピ たっぷり野菜のチキンライス 130g×8個 9ヵ月頃から レトルトパウチ 離乳食	【合算3300円以上で注文可能】キユーピー ベビーフード レンジでチンするハッピーレシピ たっぷり野菜のチキンライス 130g
2831	baby_food	KEEP	high	NONE	Y	Both images show the identical 和光堂 赤ちゃんのおやつ+Ca 緑黄色野菜ボーロ 3-bag box. Amazon title says 6個 (likely a 2-box set based on adesc showing 15g×3), Rakuten is 3個 (single box). Same product identity, different bundle count.	B01LW2QDQT	https://item.rakuten.co.jp/at-life/4987244183507-004/?rafcid=wsc_i_is_4fc4d628-58e9-4fbd-a881-6437783c8049	【和光堂】 赤ちゃんのおやつ+Caカルシウム 緑黄色野菜ボーロ 6個 [7か月頃から] くちどけしやすい設計 甘さや塩分に配慮 個包装	【送料込・まとめ買い×4点セット】和光堂 赤ちゃんのおやつ＋CA カルシウム 緑黄色野菜ボーロ 3個 (4987244183507)
2832	baby_food	KEEP	high	NONE		Both images show the identical 和光堂 グーグーキッチン ホワイトシチュー 100g pouch for 12か月頃. Exact product match.	B07D7MN6GC	https://item.rakuten.co.jp/jnl/4987244192226/?rafcid=wsc_i_is_4fc4d628-58e9-4fbd-a881-6437783c8049	1食分の野菜が摂れるグーグーキッチン ホワイトシチュー	和光堂 1食分の野菜が摂れるグーグーキッチン ホワイトシチュー 12か月頃? 100g離乳食 完了期 スープ類(12ヶ月頃から) グーグーキッチン店内全品ポイント10倍※要エントリー
2833	baby_food	KEEP	high	NONE	Y	Both images show the identical 和光堂 具たっぷりグーグーキッチン 鶏肉と里芋の煮っころがし 80g pouch. Amazon is a 6-pack, Rakuten is a 12-pack — same underlying unit.	B0D1DNMG8J	https://item.rakuten.co.jp/wellness-web/10165635/?rafcid=wsc_i_is_4fc4d628-58e9-4fbd-a881-6437783c8049	和光堂 具たっぷりグーグーキッチン 鶏肉と里芋の煮っころがし 80g×6個	《セット販売》 和光堂 具たっぷりグーグーキッチン 鶏肉と里芋の煮っころがし (80g)×12個セット 9か月頃から ベビーフード 離乳食 ※軽減税率対象商品
2835	baby_food	KEEP	high	NONE		Both images show the identical 和光堂 赤ちゃんのおやつ+Ca しらす&わかめせんべい strip of 4 individual bags (5g×4袋). Amazon title specifies '4連', Rakuten title specifies '5g×4袋' — same product and same quantity.	B071L8WG12	https://item.rakuten.co.jp/hearts-stores/ou-1495/?rafcid=wsc_i_is_4fc4d628-58e9-4fbd-a881-6437783c8049	和光堂 赤ちゃんのおやつ+Caカルシウム しらす&わかめせんべい4連	和光堂 赤ちゃんのおやつ+Ca しらす＆わかめせんべい 5g×4袋
